ADDRESS,INTERSECTION,RECORDUDATE,RECORD_TIME,VEHICLE_TYPE,LICENSE,STATE,COUNTY,TRACT,BLOCK_GROUP
7900 S JEFFERY BOULEV,JEFFERY AND 79TH,7/15/2014,00:01:22,ambulance,SVI-368,,,,
1600 W DIVERSEY PARKWA,ASHLAND AND DIVERSEY,7/14/2014,12:50:22,police,LEG-765,,,,
1600 W IRVING PARK ROA,ASHLAND AND IRVING PARK,7/22/2014,08:39:58,ambulance,SIO-882,,,,
7900 S JEFFERY BOULEV,JEFFERY AND 79TH,7/5/2014,10:59:56,sedan,NAP-462,,,,
0 N HAMLIN BOULEVARD,HAMLIN AND MADISON,7/4/2014,02:19:19,truck,TJJ-981,,,,
1600 W IRVING PARK ROA,ASHLAND AND IRVING PARK,7/28/2014,14:28:14,sedan,HKU-596,,,,
4700 W IRVING PARK ROA,IRVING PARK AND KILPATRICK,7/8/2014,18:52:15,ambulance,EBU-136,,,,
3100 S DR MARTIN L KING,31ST ST AND MARTIN LUTHER KING DRIVE,7/12/2014,15:21:43,ambulance,LMK-389,,,,
4700 W IRVING PARK ROA,IRVING PARK AND KILPATRICK,7/3/2014,21:55:09,suv,CES-513,,,,
3900 S WESTERN BLVD,PERSHING AND WESTERN,8/8/2014,23:48:21,sedan,EEU-210,17,031,580700,2
800 N WESTERN AVE,WESTERN AND CHICAGO,10/13/2014,09:08:50,emergency,DOV-880,17,031,242500,2
3100 S ASHLAND AVENUE,ASHLAND AND ARCHER,9/27/2014,09:01:58,emergency,YND-487,17,031,840400,1
2416 S BLUE ISLAND AV,BLUE ISLAND AND DAMEN,8/7/2014,07:05:31,sedan,TVN-855,17,031,843200,1
9500 S JEFFERY AVE,JEFFERY AND 95TH,7/4/2014,15:53:11,police,UHY-236,17,031,510300,2
4000 N CENTRAL AVENUE,CENTRAL AND IRVING PARK,8/10/2014,12:54:52,suv,HZP-153,17,031,150402,1
0 N ASHLAND AVE,ASHLAND AND MADISON,8/17/2014,03:41:32,ambulance,HBL-603,,,,
400 E 31ST STREET,31ST ST AND MARTIN LUTHER KING DRIVE,7/24/2014,18:45:28,truck,RUC-547,17,031,350100,1
3800 W MADISON STREET,HAMLIN AND MADISON,9/15/2014,20:10:17,sedan,JTM-780,17,031,260100,1
2800 W DEVON AVENUE,CALIFORNIA AND DEVON,8/13/2014,03:54:51,emergency,BTD-722,17,031,020601,3
5200 N BROADWAY ST,FOSTER AND BROADWAY,10/4/2014,06:04:56,suv,MEF-392,17,031,030800,4
1600 W 87TH ST,ASHLAND AND 87TH,9/17/2014,10:42:55,suv,EIC-489,17,031,711200,2
5600 W DIVERSEY AVENUE,CENTRAL AND DIVERSEY,7/23/2014,18:21:27,emergency,CAK-035,17,031,190402,2
8700 S VINCENNES,87TH AND VINCENNES,8/24/2014,18:32:36,sedan,NCS-409,17,031,711400,2
500 N COLUMBUS DRIVE,COLUMBUS AND ILLINOIS,10/6/2014,02:33:13,suv,FKO-087,17,031,081403,1
2400 W VAN BUREN STREE,VAN BUREN AND WESTERN,10/6/2014,08:21:42,truck,YIV-281,,,,
150 N SACRAMENTO BOUL,SACRAMENTO AND LAKE,8/29/2014,21:49:19,truck,CPC-693,17,031,837100,1
4400 W GRAND AVE,KOSTNER AND NORTH,9/14/2014,19:32:31,police,IAS-479,17,031,230500,2
4800 W FULLERTON AVE,CICERO AND FULLERTON,8/13/2014,12:09:16,sedan,OAF-416,17,031,190800,3
5500 S WENTWORTH AVEN,WENTWORTH AND GARFIELD,7/29/2014,21:48:21,emergency,CFI-272,,,,
1600 W IRVING PARK ROA,ASHLAND AND IRVING PARK,8/3/2014,21:20:09,truck,UTV-984,,,,
7900 S JEFFERY BOULEV,JEFFERY AND 79TH,7/10/2014,23:02:42,ambulance,YTJ-788,,,,
5200 W IRVING PARK ROA,IRVING PARK AND LARAMIE,7/16/2014,08:00:23,suv,MAO-483,,,,
5200 W IRVING PARK ROA,IRVING PARK AND LARAMIE,8/5/2014,12:04:55,emergency,VOP-105,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,7/1/2014,14:04:25,suv,BTR-821,,,,
4700 W IRVING PARK ROA,IRVING PARK AND KILPATRICK,7/9/2014,05:34:21,truck,VKG-139,,,,
5200 W IRVING PARK ROA,IRVING PARK AND LARAMIE,7/1/2014,17:33:00,truck,BBD-357,,,,
2800 N KIMBALL AVENUE,KIMBALL AND DIVERSEY,7/24/2014,21:24:56,suv,CRM-326,,,,
1600 W IRVING PARK ROA,ASHLAND AND IRVING PARK,8/9/2014,14:29:24,suv,FCC-899,,,,
11100 S HALSTED ST,111TH AND HALSTED,9/5/2014,15:59:48,truck,KLP-299,17,031,750600,1
5000 S ARCHER AVE,PULASKI AND ARCHER,8/1/2014,14:40:59,police,MTF-241,17,031,570300,2
4000 W 55TH ST,55TH and PULASKI,9/21/2014,21:27:50,suv,JEF-225,17,031,620200,1
2000 W DIVISION,DIVISION AND DAMEN,10/2/2014,18:27:41,truck,CUP-418,17,031,241400,4
2000 W DIVISION,DIVISION AND DAMEN,7/5/2014,09:05:44,suv,ACS-327,17,031,241400,4
4440 W LAWRENCE AVENUE,ELSTON AND LAWRENCE,8/21/2014,10:51:51,sedan,MDO-468,17,031,140400,4
800 W 119TH STREET,119TH AND HALSTED,7/10/2014,18:55:07,police,LRP-623,17,031,530300,1
7900 S JEFFERY BOULEV,JEFFERY AND 79TH,8/14/2014,05:43:14,police,ARU-443,,,,
4800 W 47TH ST,CICERO AND 47TH,8/3/2014,12:00:18,ambulance,PZO-325,17,031,560100,1
7600 S STONY ISLAND A,STONEY ISLAND AND 76TH,10/11/2014,22:44:55,emergency,VOH-435,17,031,834200,4
4800 W HARRISON STREET,CICERO AND HARRISON,8/20/2014,18:50:11,emergency,JOA-169,17,031,252202,5
5200 W MADISON STREET,LARAMIE AND MADISON,9/22/2014,13:17:47,sedan,DMR-197,17,031,251900,2
100 N CICERO AVENUE,CICERO AND WASHINGTON,10/10/2014,18:08:50,emergency,MHR-839,17,031,251800,4
4700 S ASHLAND AVENUE,ASHLAND AND 47TH,10/4/2014,16:59:40,emergency,KYT-787,17,031,611300,1
7900 S WESTERN AVE,WESTERN AND 79TH,9/3/2014,12:23:38,truck,LCY-124,17,031,700501,1
3500 S WESTERN,35TH AND WESTERN,7/7/2014,08:23:44,ambulance,KUJ-261,17,031,840300,1
6300 S STATE ST,63RD AND STATE,7/15/2014,08:40:39,emergency,GDR-073,17,031,842500,1
9500 S HALSTED STREET,HALSTED AND 95TH,7/12/2014,04:45:21,truck,VCY-282,17,031,730400,1
5075 W MONTROSE AVENUE,MILWAUKEE AND MONTROSE,8/16/2014,08:15:55,suv,GMP-058,17,031,150200,2
2400 W DIVERSEY AVENUE,DIVERSEY AND WESTERN,8/9/2014,06:24:35,sedan,PTD-799,17,031,210900,1
4200 S CICERO AVENUE,CICERO AND I55,7/20/2014,06:22:02,suv,BUR-667,17,031,560100,1
1600 W IRVING PARK ROA,ASHLAND AND IRVING PARK,7/18/2014,13:17:17,police,KNC-964,,,,
3700 W IRVING PARK ROA,ELSTON AND IRVING PARK,7/28/2014,18:56:18,sedan,TVA-604,,,,
1600 W IRVING PARK ROA,ASHLAND AND IRVING PARK,8/6/2014,12:03:19,ambulance,OKJ-395,,,,
11500 S HALSTED STREE,115TH AND HALSTED,7/8/2014,19:28:38,emergency,NAP-566,,,,
11500 S HALSTED STREE,115TH AND HALSTED,7/19/2014,18:30:21,ambulance,DVI-161,,,,
4700 W IRVING PARK ROA,IRVING PARK AND KILPATRICK,7/20/2014,12:54:38,police,MFV-854,,,,
1600 N HOMAN AVENUE,HOMAN/KIMBALL AND NORTH,8/5/2014,22:48:44,police,SND-530,,,,
5200 W IRVING PARK ROA,IRVING PARK AND LARAMIE,7/5/2014,00:35:42,police,JRJ-453,,,,
4700 W IRVING PARK ROA,IRVING PARK AND KILPATRICK,8/2/2014,13:14:14,emergency,LUU-059,,,,
3100 S DR MARTIN L KING,31ST ST AND MARTIN LUTHER KING DRIVE,8/4/2014,14:22:00,police,YBV-170,,,,
2800 N KIMBALL AVENUE,KIMBALL AND DIVERSEY,7/30/2014,11:08:50,suv,BDI-590,,,,
1600 W IRVING PARK ROA,ASHLAND AND IRVING PARK,7/7/2014,17:37:54,truck,OKD-884,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,8/14/2014,03:49:55,ambulance,IZE-958,,,,
6400 W IRVING PK,IRVING PARK AND NARRAGANSETT,8/6/2014,22:51:48,truck,ZLG-203,17,031,170100,1
4000 N CLARK STREET,CLARK AND IRVING PARK,7/15/2014,01:45:01,emergency,HZN-152,17,031,060100,2
6700 S CORNELL DRIVE,STONY ISLAND/CORNELL AND 67TH,10/12/2014,06:59:05,police,OKF-804,17,031,430200,5
6200 N LINCOLN AVENUE,LINCOLN AND MCCORMICK,8/8/2014,17:59:28,ambulance,OKS-723,17,031,130100,3
8300 S HALSTED STREET,HALSTED AND 83RD,7/24/2014,21:04:00,suv,RGF-431,17,031,711000,2
3600 N ELSTON AVE,ELSTON AND ADDISON,9/2/2014,06:11:51,sedan,BUT-126,17,031,831100,1
6400 W FOSTER,FOSTER AND NAGLE,9/27/2014,04:55:19,emergency,SAY-614,17,031,100600,2
1600 W DIVERSEY PARKWA,ASHLAND AND DIVERSEY,8/11/2014,12:19:14,suv,SBG-555,,,,
7900 S JEFFERY BOULEV,JEFFERY AND 79TH,8/19/2014,05:10:04,ambulance,AIV-970,,,,
2400 N ASHLAND AVENUE,ASHLAND AND FULLERTON,8/21/2014,18:53:11,police,PIJ-224,17,031,070700,2
4000 N CENTRAL AVENUE,CENTRAL AND IRVING PARK,10/1/2014,20:29:09,police,KEJ-620,17,031,150402,1
4800 W CHICAGO AVENUE,CICERO AND CHICAGO,7/10/2014,18:56:52,suv,NMA-182,17,031,251000,1
1600 W MADISON,ASHLAND AND MADISON,8/14/2014,14:02:36,suv,EKU-487,17,031,838100,2
6300 S DAMEN AVENUE,DAMEN AND 63RD,9/7/2014,22:35:43,suv,DLC-522,17,031,671400,1
2400 N HALSTED STREET,HALSTED AND FULLERTON,9/6/2014,08:46:54,suv,ZCF-389,17,031,070300,2
2400 W VAN BUREN STREE,VAN BUREN AND WESTERN,7/30/2014,08:35:20,emergency,PHG-197,,,,
2800 N CENTRAL AVENUE,CENTRAL AND DIVERSEY,7/2/2014,22:23:36,sedan,NKE-472,17,031,190402,2
3200 W 63RD ST,KEDZIE AND 63RD,10/9/2014,22:34:02,suv,TVH-413,17,031,660400,2
4700 S WESTERN AVENUE,4700 WESTERN,8/31/2014,02:49:53,sedan,MGB-340,17,031,842800,4
4000 W ARMITAGE AVENUE,PULASKI AND ARMITAGE,8/16/2014,09:12:13,suv,JOC-843,17,031,200402,1
4000 W CHICAGO AVENUE,PULASKI AND CHICAGO,8/20/2014,09:30:38,police,IEN-012,17,031,842100,5
2400 W PETERSON,PETERSON AND WESTERN,8/23/2014,09:25:39,sedan,ILL-027,17,031,020802,1
1900 N ASHLAND AVE,CORTLAND AND ASHLAND,8/3/2014,05:57:47,suv,UTT-792,17,031,832300,1
8700 S VINCENNES,87TH AND VINCENNES,8/25/2014,22:02:02,police,RYH-696,17,031,711400,2
5200 W IRVING PARK ROA,IRVING PARK AND LARAMIE,7/23/2014,13:30:10,suv,HPU-992,,,,
10300 S HALSTED STREE,HALSTED AND 103RD,7/17/2014,02:21:29,emergency,IEB-312,,,,
3100 S DR MARTIN L KING,31ST ST AND MARTIN LUTHER KING DRIVE,7/30/2014,17:58:16,truck,NTM-356,,,,
2400 W VAN BUREN STREE,VAN BUREN AND WESTERN,7/20/2014,15:11:25,suv,AMD-023,,,,
4700 W IRVING PARK ROA,IRVING PARK AND KILPATRICK,8/4/2014,13:59:30,sedan,PUC-697,,,,
2800 N KIMBALL AVENUE,KIMBALL AND DIVERSEY,7/22/2014,02:12:09,emergency,VPM-499,,,,
2400 W VAN BUREN STREE,VAN BUREN AND WESTERN,7/22/2014,19:29:46,truck,RSJ-101,,,,
2800 N KIMBALL AVENUE,KIMBALL AND DIVERSEY,8/3/2014,06:20:00,emergency,TDJ-450,,,,
2400 W VAN BUREN STREE,VAN BUREN AND WESTERN,7/5/2014,13:28:42,sedan,YEA-562,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,7/30/2014,12:04:00,ambulance,EAN-652,,,,
4700 W IRVING PARK ROA,IRVING PARK AND KILPATRICK,7/26/2014,18:34:24,police,HNH-372,,,,
4700 W IRVING PARK ROA,IRVING PARK AND KILPATRICK,7/5/2014,22:52:04,emergency,SOP-897,,,,
4700 W IRVING PARK ROA,IRVING PARK AND KILPATRICK,7/24/2014,20:15:26,police,MNL-262,,,,
1600 N HOMAN AVENUE,HOMAN/KIMBALL AND NORTH,7/10/2014,11:52:24,ambulance,NHI-706,,,,
1600 W IRVING PARK ROA,ASHLAND AND IRVING PARK,7/11/2014,20:09:37,suv,BLL-629,,,,
10300 S HALSTED STREE,HALSTED AND 103RD,7/11/2014,19:41:38,police,ORM-669,,,,
0 S CENTRAL AVENUE,MADISON AND CENTRAL,7/23/2014,23:45:44,emergency,BVY-203,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,7/24/2014,00:26:14,police,NKP-342,,,,
5500 S WENTWORTH AVEN,WENTWORTH AND GARFIELD,8/5/2014,16:57:28,truck,CNZ-759,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,8/6/2014,23:56:03,sedan,CHB-359,,,,
0 S CENTRAL AVENUE,MADISON AND CENTRAL,7/4/2014,00:35:06,suv,NCP-501,,,,
7900 S JEFFERY BOULEV,JEFFERY AND 79TH,7/17/2014,18:39:04,truck,YNC-824,,,,
3700 W IRVING PARK ROA,ELSTON AND IRVING PARK,7/8/2014,05:58:23,police,NKZ-130,,,,
10300 S HALSTED STREE,HALSTED AND 103RD,7/28/2014,09:01:02,ambulance,URN-270,,,,
1600 N HOMAN AVENUE,HOMAN/KIMBALL AND NORTH,7/23/2014,05:02:52,emergency,KEG-300,,,,
5200 W IRVING PARK ROA,IRVING PARK AND LARAMIE,8/6/2014,22:19:35,truck,MMS-286,,,,
2400 W VAN BUREN STREE,VAN BUREN AND WESTERN,8/5/2014,10:26:18,ambulance,HJH-743,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,8/4/2014,10:59:29,truck,OIK-244,,,,
1600 W DIVERSEY PARKWA,ASHLAND AND DIVERSEY,8/6/2014,23:35:31,emergency,KBN-621,,,,
3100 S DR MARTIN L KING,31ST ST AND MARTIN LUTHER KING DRIVE,7/1/2014,22:30:51,truck,RGJ-709,,,,
2800 N KIMBALL AVENUE,KIMBALL AND DIVERSEY,8/1/2014,02:32:37,ambulance,OID-159,,,,
2400 W VAN BUREN STREE,VAN BUREN AND WESTERN,7/16/2014,19:21:08,suv,UHD-750,,,,
0 N ASHLAND AVE,ASHLAND AND MADISON,7/15/2014,12:26:08,emergency,HFZ-090,,,,
1600 W IRVING PARK ROA,ASHLAND AND IRVING PARK,7/21/2014,03:15:21,emergency,FSF-398,,,,
5200 W IRVING PARK ROA,IRVING PARK AND LARAMIE,7/31/2014,06:43:02,suv,JMV-745,,,,
2400 W VAN BUREN STREE,VAN BUREN AND WESTERN,7/15/2014,06:34:21,truck,LLR-755,,,,
7900 S JEFFERY BOULEV,JEFFERY AND 79TH,7/28/2014,08:36:50,police,TIN-979,,,,
4700 W IRVING PARK ROA,IRVING PARK AND KILPATRICK,7/15/2014,03:40:38,emergency,LTZ-252,,,,
3700 W IRVING PARK ROA,ELSTON AND IRVING PARK,7/27/2014,23:22:45,sedan,BIL-935,,,,
3700 W IRVING PARK ROA,ELSTON AND IRVING PARK,7/14/2014,00:33:49,police,KGP-899,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,8/9/2014,08:46:02,police,JGD-445,,,,
11500 S HALSTED STREE,115TH AND HALSTED,7/9/2014,06:26:53,emergency,BHJ-961,,,,
11500 S HALSTED STREE,115TH AND HALSTED,7/11/2014,04:40:11,emergency,GPF-229,,,,
3100 S DR MARTIN L KING,31ST ST AND MARTIN LUTHER KING DRIVE,7/17/2014,13:30:40,ambulance,MLO-820,,,,
3700 W IRVING PARK ROA,ELSTON AND IRVING PARK,7/16/2014,05:25:51,suv,BFB-582,,,,
3100 S DR MARTIN L KING,31ST ST AND MARTIN LUTHER KING DRIVE,7/22/2014,17:30:37,suv,VNL-584,,,,
10300 S HALSTED STREE,HALSTED AND 103RD,7/23/2014,11:51:19,suv,OIU-103,,,,
2800 W 31ST,31ST AND CALIFORNIA,8/2/2014,22:18:49,police,RAD-433,,,,
11500 S HALSTED STREE,115TH AND HALSTED,8/9/2014,07:54:07,sedan,HHF-923,,,,
4700 W IRVING PARK ROA,IRVING PARK AND KILPATRICK,7/29/2014,12:03:06,emergency,RCO-358,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,8/2/2014,20:02:02,sedan,EDS-790,,,,
1600 W IRVING PARK ROA,ASHLAND AND IRVING PARK,7/13/2014,19:21:16,emergency,PVH-656,,,,
0 S CENTRAL AVENUE,MADISON AND CENTRAL,7/2/2014,17:18:35,sedan,HFI-318,,,,
11500 S HALSTED STREE,115TH AND HALSTED,7/2/2014,18:59:50,emergency,YHT-362,,,,
3100 S DR MARTIN L KING,31ST ST AND MARTIN LUTHER KING DRIVE,7/13/2014,09:21:44,ambulance,MUK-179,,,,
0 N HAMLIN BOULEVARD,HAMLIN AND MADISON,7/28/2014,17:25:25,suv,NFM-050,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,7/21/2014,06:22:06,police,ZTT-294,,,,
0 N ASHLAND AVE,ASHLAND AND MADISON,7/4/2014,14:24:09,suv,FZR-818,,,,
5200 W IRVING PARK ROA,IRVING PARK AND LARAMIE,7/14/2014,21:50:51,truck,KAT-329,,,,
4700 W IRVING PARK ROA,IRVING PARK AND KILPATRICK,7/18/2014,14:38:36,truck,BJB-050,,,,
2400 W VAN BUREN STREE,VAN BUREN AND WESTERN,7/21/2014,13:44:26,suv,OKG-179,,,,
1600 W IRVING PARK ROA,ASHLAND AND IRVING PARK,7/8/2014,16:57:56,suv,JFB-700,,,,
5500 S WENTWORTH AVEN,WENTWORTH AND GARFIELD,8/3/2014,04:31:02,sedan,AUZ-561,,,,
2800 W 31ST,31ST AND CALIFORNIA,8/4/2014,08:06:46,ambulance,YNS-908,,,,
5200 W IRVING PARK ROA,IRVING PARK AND LARAMIE,7/18/2014,07:53:57,police,SKV-458,,,,
5500 S WENTWORTH AVEN,WENTWORTH AND GARFIELD,7/28/2014,10:47:38,sedan,MMU-384,,,,
4700 W IRVING PARK ROA,IRVING PARK AND KILPATRICK,7/19/2014,03:49:53,ambulance,EEF-284,,,,
2800 N KIMBALL AVENUE,KIMBALL AND DIVERSEY,7/7/2014,23:21:05,ambulance,ECK-018,,,,
5500 S WENTWORTH AVEN,WENTWORTH AND GARFIELD,7/16/2014,04:37:17,emergency,DJL-822,,,,
2400 W VAN BUREN STREE,VAN BUREN AND WESTERN,7/4/2014,07:00:15,ambulance,URU-772,,,,
11500 S HALSTED STREE,115TH AND HALSTED,7/18/2014,02:52:57,suv,RFH-180,,,,
4700 W IRVING PARK ROA,IRVING PARK AND KILPATRICK,8/1/2014,09:49:08,police,NDY-971,,,,
1600 W DIVERSEY PARKWA,ASHLAND AND DIVERSEY,7/23/2014,08:11:26,suv,BIP-225,,,,
10300 S HALSTED STREE,HALSTED AND 103RD,7/24/2014,22:28:34,suv,AIT-149,,,,
5200 W IRVING PARK ROA,IRVING PARK AND LARAMIE,7/29/2014,21:54:42,sedan,BVU-557,,,,
0 N ASHLAND AVE,ASHLAND AND MADISON,8/5/2014,06:58:54,sedan,ADI-592,,,,
10300 S HALSTED STREE,HALSTED AND 103RD,7/6/2014,01:06:53,police,RUB-663,,,,
2400 W VAN BUREN STREE,VAN BUREN AND WESTERN,7/3/2014,17:38:15,suv,YJH-739,,,,
4700 W IRVING PARK ROA,IRVING PARK AND KILPATRICK,8/8/2014,15:33:51,truck,APD-747,,,,
2400 W VAN BUREN STREE,VAN BUREN AND WESTERN,7/25/2014,13:17:42,sedan,BZL-875,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,7/27/2014,21:52:33,truck,JBS-436,,,,
7900 S JEFFERY BOULEV,JEFFERY AND 79TH,7/14/2014,23:21:05,suv,POY-023,,,,
5200 W IRVING PARK ROA,IRVING PARK AND LARAMIE,7/27/2014,17:57:08,truck,COL-375,,,,
5500 S WENTWORTH AVEN,WENTWORTH AND GARFIELD,7/11/2014,15:32:05,emergency,PDA-739,,,,
5500 S WENTWORTH AVEN,WENTWORTH AND GARFIELD,8/8/2014,05:28:55,sedan,RPV-200,,,,
3700 W IRVING PARK ROA,ELSTON AND IRVING PARK,7/12/2014,04:17:38,emergency,HAP-613,,,,
10300 S HALSTED STREE,HALSTED AND 103RD,8/5/2014,08:34:02,sedan,OJZ-460,,,,
5500 S WENTWORTH AVEN,WENTWORTH AND GARFIELD,7/10/2014,00:26:27,truck,IKL-990,,,,
2800 N KIMBALL AVENUE,KIMBALL AND DIVERSEY,7/20/2014,03:54:01,sedan,SAF-018,,,,
5200 W IRVING PARK ROA,IRVING PARK AND LARAMIE,8/1/2014,05:44:30,police,TPV-907,,,,
3100 S DR MARTIN L KING,31ST ST AND MARTIN LUTHER KING DRIVE,7/28/2014,01:31:12,emergency,FEY-626,,,,
3700 W IRVING PARK ROA,ELSTON AND IRVING PARK,8/1/2014,11:06:33,truck,VPD-177,,,,
1600 W DIVERSEY PARKWA,ASHLAND AND DIVERSEY,8/8/2014,16:46:26,ambulance,RGT-602,,,,
11500 S HALSTED STREE,115TH AND HALSTED,7/5/2014,01:44:23,emergency,JDY-672,,,,
5200 W IRVING PARK ROA,IRVING PARK AND LARAMIE,7/25/2014,03:27:22,emergency,MPY-276,,,,
0 N ASHLAND AVE,ASHLAND AND MADISON,7/9/2014,13:36:16,truck,FIK-495,,,,
2800 W 31ST,31ST AND CALIFORNIA,7/30/2014,05:13:30,suv,OFZ-376,,,,
2400 W VAN BUREN STREE,VAN BUREN AND WESTERN,7/6/2014,13:49:28,suv,CBU-387,,,,
2800 N KIMBALL AVENUE,KIMBALL AND DIVERSEY,7/4/2014,11:40:07,ambulance,ZBS-139,,,,
11500 S HALSTED STREE,115TH AND HALSTED,7/22/2014,23:33:43,suv,BVE-850,,,,
10300 S HALSTED STREE,HALSTED AND 103RD,8/4/2014,11:04:55,sedan,GKG-068,,,,
0 N HAMLIN BOULEVARD,HAMLIN AND MADISON,8/5/2014,08:00:50,emergency,MMD-641,,,,
2400 W VAN BUREN STREE,VAN BUREN AND WESTERN,7/11/2014,18:52:31,sedan,IPC-827,,,,
10300 S HALSTED STREE,HALSTED AND 103RD,8/9/2014,04:33:26,police,AKT-974,,,,
1600 W DIVERSEY PARKWA,ASHLAND AND DIVERSEY,7/26/2014,21:17:05,emergency,PVE-175,,,,
2800 N KIMBALL AVENUE,KIMBALL AND DIVERSEY,7/5/2014,04:39:02,truck,LVA-897,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,7/7/2014,10:00:43,truck,RFA-299,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,7/19/2014,00:59:23,emergency,JCF-204,,,,
0 N ASHLAND AVE,ASHLAND AND MADISON,7/27/2014,06:44:47,suv,CEV-723,,,,
5200 W IRVING PARK ROA,IRVING PARK AND LARAMIE,7/3/2014,04:24:08,truck,NPJ-600,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,8/7/2014,06:15:01,truck,EYF-957,,,,
5500 S WENTWORTH AVEN,WENTWORTH AND GARFIELD,7/6/2014,08:04:17,truck,FCL-239,,,,
7900 S JEFFERY BOULEV,JEFFERY AND 79TH,7/6/2014,00:02:45,ambulance,TNE-256,,,,
11500 S HALSTED STREE,115TH AND HALSTED,8/4/2014,04:44:04,sedan,VBE-652,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,7/22/2014,01:37:59,emergency,GOJ-514,,,,
2400 W VAN BUREN STREE,VAN BUREN AND WESTERN,7/13/2014,14:53:10,truck,VSC-031,,,,
3100 S DR MARTIN L KING,31ST ST AND MARTIN LUTHER KING DRIVE,7/8/2014,20:56:45,suv,EGA-577,,,,
5200 W IRVING PARK ROA,IRVING PARK AND LARAMIE,7/10/2014,08:49:02,truck,PAS-783,,,,
10300 S HALSTED STREE,HALSTED AND 103RD,7/7/2014,14:37:36,emergency,ONR-882,,,,
1600 W DIVERSEY PARKWA,ASHLAND AND DIVERSEY,7/11/2014,11:49:45,suv,FPP-648,,,,
2800 N KIMBALL AVENUE,KIMBALL AND DIVERSEY,7/9/2014,01:01:10,truck,FRI-594,,,,
3100 S DR MARTIN L KING,31ST ST AND MARTIN LUTHER KING DRIVE,7/29/2014,12:03:23,police,NUL-775,,,,
0 N ASHLAND AVE,ASHLAND AND MADISON,7/29/2014,18:16:31,truck,TNM-478,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,7/8/2014,11:04:11,emergency,UTI-758,,,,
4700 W IRVING PARK ROA,IRVING PARK AND KILPATRICK,7/31/2014,06:00:10,truck,HGP-858,,,,
4700 W IRVING PARK ROA,IRVING PARK AND KILPATRICK,7/2/2014,11:09:15,sedan,ELR-051,,,,
1600 N HOMAN AVENUE,HOMAN/KIMBALL AND NORTH,7/16/2014,06:16:03,police,IDE-376,,,,
4700 W IRVING PARK ROA,IRVING PARK AND KILPATRICK,8/1/2014,16:21:13,truck,MGK-856,,,,
10300 S HALSTED STREE,HALSTED AND 103RD,7/29/2014,18:55:18,truck,DDG-936,,,,
5500 S WENTWORTH AVEN,WENTWORTH AND GARFIELD,7/19/2014,17:26:11,ambulance,VPU-125,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,7/10/2014,13:49:18,ambulance,JGE-404,,,,
11500 S HALSTED STREE,115TH AND HALSTED,7/16/2014,03:15:28,truck,LZU-348,,,,
11500 S HALSTED STREE,115TH AND HALSTED,7/20/2014,18:28:44,ambulance,TFO-593,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,7/9/2014,13:03:46,truck,ZDL-924,,,,
4700 W IRVING PARK ROA,IRVING PARK AND KILPATRICK,7/6/2014,09:02:13,police,NMJ-671,,,,
1600 W IRVING PARK ROA,ASHLAND AND IRVING PARK,7/20/2014,05:07:47,suv,ZFF-780,,,,
2800 N KIMBALL AVENUE,KIMBALL AND DIVERSEY,7/29/2014,00:11:55,ambulance,AGF-795,,,,
7900 S JEFFERY BOULEV,JEFFERY AND 79TH,8/1/2014,10:56:16,sedan,RYV-297,,,,
2400 W VAN BUREN STREE,VAN BUREN AND WESTERN,7/26/2014,14:30:56,sedan,SJE-435,,,,
1600 W DIVERSEY PARKWA,ASHLAND AND DIVERSEY,7/6/2014,10:03:19,ambulance,PUO-696,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,8/1/2014,21:06:21,truck,KMS-593,,,,
1600 W DIVERSEY PARKWA,ASHLAND AND DIVERSEY,7/3/2014,15:48:04,police,JAZ-909,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,7/23/2014,02:58:30,sedan,HTB-305,,,,
7900 S JEFFERY BOULEV,JEFFERY AND 79TH,7/24/2014,02:07:07,suv,ONL-784,,,,
0 N ASHLAND AVE,ASHLAND AND MADISON,7/5/2014,02:01:42,suv,BIV-597,,,,
7900 S JEFFERY BOULEV,JEFFERY AND 79TH,7/29/2014,05:00:50,suv,VRB-185,,,,
